id,cant_victimas,fecha,anio,mes,dia,hora,hora_int,dir,tipo_calle,calle,alt,cruce,dir_normalizada,comuna,point,longitud,latitude,victima,acusado
2016-0124,1,2016-09-16,2016,9,16,15:24:00,15,Avda Rivadavia Y Rivera Indarte,Avenida,RIVADAVIA AV.,0,Rivera Indarte Av.,Rivadavia Av. Y Rivera Indarte Av.,7,Point (100053.89791316 100046.73776995),-58.46271207,-34.62884871,Peaton,Pasajeros
2016-0125,1,2016-09-17,2016,9,17,12:14:00,12,Autopista Perito Moreno Y Av Juan B Alberdi,Autopista,AUTOPISTA PERITO MORENO,0,"Alberdi, Juan Bautista Av.","Autopista Perito Moreno Y Alberdi, Juan Bautista Av.",10,Point (97532.91184699 98538.89061454),-58.49020869,-34.64243791,Moto,Moto
2016-0126,2,2016-09-18,2016,9,18,22:45:00,22,Irigoyen Y Tinogasta,Calle,IRIGOYEN,0,Tinogasta,Irigoyen Y Tinogasta,10,Point (94275.54271123 100886.87954649),-58.52572109,-34.62125906,Auto,Cargas
2016-0127,1,2016-09-24,2016,9,24,10:25:00,10,Av Mariano Acosta Y Av Cnel Roca,Avenida,"ACOSTA, MARIANO",0,"Roca, Cnel. Av.","Acosta, Mariano Y Roca, Cnel. Av.",8,Point (102048.72946345 95839.63478990),-58.44094791,-34.66677111,Peaton,Pasajeros
2016-0128,1,2016-10-02,2016,10,2,11:30:00,11,Castro Y Av Pavon,Avenida,CASTRO,0,Pavon Av.,Castro Y Pavon Av.,5,Point (104049.28528337 99858.37522846),-58.41914024,-34.63053890,Peaton,Pasajeros
2016-0130,1,2016-10-04,2016,10,4,12:30:00,12,Autopista 9 De Julio Sur Y Av Brasil,Autopista,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,0,Nan,Autopista 1 Sur Presidente Arturo Frondizi Y Brasil,1,Point (107720.24059557 100176.85101454),-58.37910942,-34.62764717,Moto,Cargas
2016-0131,1,2016-10-09,2016,10,9,19:13:00,19,Mirave 3500,Calle,MIRAVE,3500,Nan,Mirave 3500,4,Point (105921.45515383 98209.53178328),-58.39871183,-34.64539318,Peaton,Auto
2016-0132,1,2016-10-10,2016,10,10,02:30:00,2,Av San Juan Y 24 De Noviembre,Avenida,SAN JUAN AV.,0,24 De Noviembre,San Juan Av. Y 24 De Noviembre,3,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,Auto,Pasajeros
2016-0133,1,2016-10-14,2016,10,14,00:05:00,0,Av Las Heras Y Sanchez De Bustamante,Avenida,LAS HERAS GENERAL AV.,0,Sanchez De Bustamante,Las Heras General Av. Y Sanchez De Bustamante,14,Point (105619.82089682 105083.85914124),-58.40204698,-34.58342690,Moto,Auto
2016-0134,1,2016-10-23,2016,10,23,05:00:00,5,Av Piedra Buena Y 2 De Abril 1982,Avenida,PIEDRA BUENA AV.,0,2 De Abril De 1982,Piedra Buena Av. Y 2 De Abril De 1982,8,Point (97612.37609226 94761.81268260),-58.48935287,-34.67648597,Moto,Objeto Fijo
2016-0135,1,2016-10-24,2016,10,24,05:00:00,5,Av Figueroa Alcorta  Y Pinedo,Avenida,"FIGUEROA ALCORTA, PRES. AV.",0,"Pinedo, Int.","Figueroa Alcorta, Pres. Av. Y Pinedo, Int.",14,Point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,Peaton,Sd
2016-0136,1,2016-10-25,2016,10,25,00:00:00,0,Au Buenos Aires - La Plata Km. 4,Autopista,AUTOPISTA BUENOS AIRES - LA PLATA,0,Nan,Nan,4,"Point(0, 0)",.,0,Moto,Cargas
2016-0137,1,2016-10-25,2016,10,25,00:39:00,0,Av San Martin Y Ladines,Avenida,SAN MARTIN AV.,0,Ladines,San Martin Av. Y Ladines,11,Point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,Moto,Moto
2016-0138,1,2016-10-27,2016,10,27,20:30:00,20,Av Cabildo Y Blanco Encalada,Avenida,CABILDO AV.,0,Blanco Encalada,Cabildo Av. Y Blanco Encalada,13,Point (100385.69739031 107770.04028070),-58.45909670,-34.55922742,Bicicleta,Cargas
2016-0139,1,2016-10-28,2016,10,28,23:00:00,23,Av Presidente Figueroa Alcorta Y Av Dorrego,Avenida,"FIGUEROA ALCORTA, PRES. AV.",0,Dorrego Av.,"Figueroa Alcorta, Pres. Av. Y Dorrego Av.",14,Point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,Moto,Moto
2016-0140,1,2016-10-31,2016,10,31,02:58:00,2,Av Juramento Y Vuelta De Obligado,Avenida,JURAMENTO AV.,0,Vuelta De Obligado,Juramento Av. Y Vuelta De Obligado,13,Point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,Pasajeros,Pasajeros
2016-0142,1,2016-11-05,2016,11,5,23:30:00,23,Av Del Libertador Y Av Ramos Mejia,Avenida,DEL LIBERTADOR AV.,0,"Ramos Mejia, Jose Maria, Dr. Av.","Del Libertador Av. Y Ramos Mejia, Jose Maria, Dr. Av.",1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,Moto,Pasajeros
2016-0143,1,2016-11-06,2016,11,6,04:41:00,4,Av 27 De Febrero Y Av Escalada,Avenida,27 DE FEBRERO AV.,0,Escalada Av.,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Moto,Sd
2016-0144,1,2016-11-07,2016,11,7,12:10:00,12,Av. Alte. Brown 984,Avenida,"BROWN, ALTE. AV.",984,Nan,"Brown, Alte. Av. 984",4,Point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,Peaton,Pasajeros
2016-0145,1,2016-11-07,2016,11,7,20:56:00,20,Av Del Libertador Y La Pampa,Avenida,DEL LIBERTADOR AV.,0,La Pampa,Del Libertador Av. Y La Pampa,13,Point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,Moto,Auto
2016-0146,1,2016-11-09,2016,11,9,20:00:00,20,Pichincha Y Av Brasil,Avenida,PICHINCHA AV.,0,Brasil,Pichincha Av. Y Brasil,4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,Peaton,Pasajeros
2016-0147,1,2016-11-16,2016,11,16,21:15:00,21,Av Independencia Y Virrey Cevallos,Avenida,INDEPENDENCIA AV.,0,"Cevallos, Virrey","Independencia Av. Y Cevallos, Virrey",1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,Movil,Pasajeros
2016-0148,1,2016-11-16,2016,11,16,22:20:00,22,Av Garmendia 4895,Avenida,GARMENDIA AV.,4895,Nan,Garmendia Av. 4895,15,Point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,Moto,Moto
2016-0150,1,2016-11-18,2016,11,18,18:20:00,18,Av Amancio Alcorta Y Diogenes Taborda,Avenida,"ALCORTA, AMANCIO AV.",0,"Taborda, Diogenes","Alcorta, Amancio Av. Y Taborda, Diogenes",4,Point (104996.91619776 97395.92929535),-58.40879146,-34.65273216,Cargas,Cargas
2016-0152,1,2016-11-23,2016,11,23,21:10:00,21,Av Perito Moreno Y Zuviria,Avenida,"MORENO, PERITO AV.",0,Zuviria,"Moreno, Perito Av. Y Zuviria",7,Point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,Moto,Auto
2016-0153,1,2016-11-25,2016,11,25,15:42:00,15,Araoz Y Av Cordoba,Avenida,ARAOZ,0,Cordoba Av.,Araoz Y Cordoba Av.,15,Point (103130.82393478 103817.27945358),-58.42917090,-34.59485488,Peaton,Moto
2016-0154,1,2016-11-26,2016,11,26,14:14:00,14,Av Gral Paz 15200,Avenida,"PAZ, GRAL. AV.",15200,Nan,"Paz, Gral. Av. 15200",8,Point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,Moto,Moto
2016-0155,1,2016-11-26,2016,11,26,16:50:00,16,Madero 900,Calle,MADERO,900,Nan,Madero 900,10,Point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,Peaton,Auto
2016-0156,1,2016-11-26,2016,11,26,19:40:00,19,Av Independencia Y Dean Funes,Avenida,INDEPENDENCIA AV.,0,Dean Funes,Independencia Av. Y Dean Funes,3,Point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,Moto,Pasajeros
2016-0157,1,2016-12-03,2016,12,3,06:40:00,6,Av Juan B Justo 5645,Avenida,"JUSTO, JUAN B. AV.",5645,Nan,"Justo, Juan B. Av. 5645",11,Point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,Moto,Moto
2016-0159,1,2016-12-04,2016,12,4,07:21:00,7,Av 27 De Febrero Y Av Escalada,Avenida,27 DE FEBRERO AV.,0,Escalada Av.,27 De Febrero Av. Y Escalada Av.,8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Auto,Sd
2016-0160,1,2016-12-06,2016,12,6,05:30:00,5,Autopista Perito Moreno Altura Velz,Autopista,AUTOPISTA PERITO MORENO,0,Nan,Autopista Perito Moreno (Altura Velez Sarsfield),9,Point (94867.91408532 99212.26216105),-58.51927194,-34.63635787,Cargas,Objeto Fijo
2016-0161,1,2016-12-06,2016,12,6,07:22:00,7,Av Santa Fe Y Godoy Cruz,Avenida,SANTA FE AV.,0,Godoy Cruz,Santa Fe Av. Y Godoy Cruz,14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,Peaton,Pasajeros
2016-0162,1,2016-12-07,2016,12,7,05:00:00,5,Av Federico Lacroze Y Av Forest,Avenida,"LACROZE, FEDERICO AV.",0,Forest Av.,"Lacroze, Federico Av. Y Forest Av.",15,Point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,Peaton,Auto
2016-0163,1,2016-12-10,2016,12,10,07:30:00,7,Av Gral Paz Y Av General Mosconi,Avenida,"PAZ, GRAL. AV.",0,Mosconi General Av.,"Paz, Gral. Av. Y Mosconi General Av.",11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,Moto,Auto
2016-0164,1,2016-12-11,2016,12,11,06:16:00,6,Av La Plata Y Cnel Gregorio Pomar,Avenida,LA PLATA AV.,0,"Pomar, Gregorio Tte. Cnel.","La Plata Av. Y Pomar, Gregorio Tte. Cnel.",4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,Auto,Auto
2016-0165,1,2016-12-12,2016,12,12,08:25:00,8,Av Martin Garcia 300,Avenida,"GARCIA, MARTIN AV.",300,Nan,"Garcia, Martin Av. 300",4,Point (108623.21898604 100090.41541188),-58.36926144,-34.62841919,Bicicleta,Pasajeros
2016-0168,1,2016-12-13,2016,12,13,10:40:00,10,Av La Plata Y Cnel Gregorio Pomar,Avenida,LA PLATA AV.,0,"Pomar, Gregorio Tte. Cnel.","La Plata Av. Y Pomar, Gregorio Tte. Cnel.",4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,Moto,Auto
2016-0169,1,2016-12-15,2016,12,15,15:30:00,15,Nuñez Y Av Ricardo Balbin,Avenida,NU?EZ,0,"Balbin, Ricardo, Dr. Av.","Nuã‘Ez Y Balbin, Ricardo, Dr. Av.",12,Point (98526.50846677 108043.08552265),-58.47935434,-34.55676497,Moto,Pasajeros
2016-0170,1,2016-12-19,2016,12,19,17:10:00,17,Av Gral Paz 4500,Avenida,"PAZ, GRAL. AV.",4500,Nan,"Paz, Gral. Av. 4500",12,Point (96082.96647324 107261.96873833),-58.50598256,-34.56379980,Moto,Auto
2016-0171,1,2016-12-25,2016,12,25,19:00:00,19,Au Buenos Aires - La Plata Y Au 25 De Mayo,Autopista,"HUERGO, ING. AV.",0,Autopista 25 De Mayo,"Huergo, Ing. Av. Y Autopista 25 De Mayo",1,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,Moto,Moto
2016-0172,1,2016-12-26,2016,12,26,08:00:00,8,Av Garay Y Castro,Avenida,"GARAY, JUAN DE AV.",0,Castro,"Garay, Juan De Av. Y Castro",5,Point (104044.75501725 99724.84699960),-58.41918902,-34.63174259,Moto,Cargas
2016-0173,1,2016-12-26,2016,12,26,19:52:00,19,Av Directorio Y Av San Pedrito,Avenida,DIRECTORIO AV.,0,San Pedrito Av.,Directorio Av. Y San Pedrito Av.,7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,Moto,Cargas
2016-0174,1,2016-12-27,2016,12,27,00:00:00,0,Autopista 25 De Mayo,Autopista,AUTOPISTA 25 DE MAYO,0,Nan,Autopista 25 De Mayo,SD,"Point(0, 0)",.,0,Sd,Sd
2016-0175,1,2016-12-27,2016,12,27,08:15:00,8,Cnel Ramon L Falcon Y Membrillar,Calle,"FALCON, RAMON L.,CNEL.",0,Membrillar,"Falcon, Ramon L.,Cnel. Y Membrillar",7,Point (100243.74197213 99962.81893983),-58.46064174,-34.62960517,Peaton,Bicicleta
2016-0176,1,2016-12-28,2016,12,28,01:41:00,1,Av Belgrano Y Av Paseo Colon,Avenida,BELGRANO AV.,0,Paseo Colon Av.,Belgrano Av. Y Paseo Colon Av.,1,Point (108597.31948169 101875.41306445),-58.36956186,-34.61232875,Moto,Pasajeros
2016-0177,1,2016-12-29,2016,12,29,04:00:00,4,Arenales 3319,Calle,ARENALES,3319,Nan,Arenales 3319,14,Point (104920.46334566 104589.99681258),-58.40966671,-34.58788235,Peaton,Auto
2016-0178,1,2016-12-30,2016,12,30,16:18:00,16,Republica Bolivariana De Venezuela Y Saavedra,Calle,REPUBLICA BOLIVARIANA DE VENEZUELA,0,Saavedra,Republica Bolivariana De Venezuela Y Saavedra,3,Point (105541.07964363 101532.48653010),-58.40288226,-34.61544091,Peaton,Multiple
2017-0001,1,2017-01-02,2017,1,2,01:00:00,1,Av. Juan B Justo Y Achupallas,Avenida,"JUSTO, JUAN B. AV.",0,Achupallas,"Justo, Juan B. Av. Y Achupallas",11,Point (99757.62471161 102105.99371863),-58.46594230,-34.61028571,Moto,Cargas
2017-0003,1,2017-01-05,2017,1,5,03:10:00,3,Olavarria Y Av. Velez Sarsfield,Avenida,OLAVARRIA,0,Velez Sarsfield Av.,Olavarria Y Velez Sarsfield Av.,4,Point (106759.07058844 98352.11326541),-58.38957669,-34.64410277,Cargas,Cargas
2017-0007,1,2017-01-11,2017,1,11,17:00:00,17,Lima Y Mexico,Calle,LIMA,0,Mexico,Lima Y Mexico,1,Point (107491.43483173 101547.26343171),-58.38161660,-34.61529543,Peaton,Multiple
2017-0008,1,2017-01-16,2017,1,16,00:40:00,0,Jose A Cabrera Y Bonpland,Calle,"CABRERA, JOSE A.",0,Bonpland,"Cabrera, Jose A. Y Bonpland",14,Point (102213.80136590 104917.03799721),-58.43917004,-34.58494351,Moto,Pasajeros
2017-0009,1,2017-01-16,2017,1,16,13:56:00,13,Au 25 De Mayo Y Av. Boedo,Autopista,AUTOPISTA 25 DE MAYO,0,Nan,Autopista 25 De Mayo Y Boedo Av.,5,Point (104341.1368196 100202.74363294),-58.41595919,-34.62743346,Moto,Cargas
2017-0010,1,2017-01-16,2017,1,16,16:30:00,16,Av. Directorio Y Riglos,Avenida,DIRECTORIO AV.,0,Riglos,Directorio Av. Y Riglos,6,Point (102535.57417570 100108.76675064),-58.43564880,-34.62828656,Moto,Auto
2017-0011,1,2017-01-22,2017,1,22,02:30:00,2,Av. Gral. Paz Y Av. R. Balbin,Avenida,"PAZ, GRAL. AV.",0,"Balbin, Ricardo, Dr. Av.","Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",12,Point (96563.66494817 108815.73881056),-58.50073810,-34.54979510,Moto,Objeto Fijo
2017-0012,1,2017-01-24,2017,1,24,14:00:00,14,Traful Y Diogenes Taborda,Calle,TRAFUL,0,"Taborda, Diogenes","Traful Y Taborda, Diogenes",4,Point (104914.66823035 97637.72796868),-58.40969005,-34.65055290,Moto,Cargas
2017-0013,1,2017-01-27,2017,1,27,07:00:00,7,Iriarte 3055,Avenida,"IRIARTE, GRAL. AV.",3055,Nan,"Iriarte, Gral. Av. 3055",4,Point (106744.80812193 97588.11558612),-58.38972622,-34.65098981,Peaton,Cargas
2017-0014,1,2017-01-28,2017,1,28,08:27:34,8,Av. Donado Y Arias,Avenida,DONADO,0,Arias,Donado Y Arias,12,Point (97378.59173196 108741.41437861),-58.49185972,-34.55046754,Moto,Multiple
2017-0015,1,2017-02-02,2017,2,2,15:18:03,15,Cordoba Av. Y Callao,Avenida,CORDOBA AV.,0,Callao Av.,Cordoba Av. Y Callao Av.,2,Point (106454.66355436 103285.14730222),-58.39293417,-34.59963642,Peaton,Auto
2017-0016,1,2017-02-03,2017,2,3,05:12:21,5,"Au 25 De Mayo, Kilometro 8.3, Sentido Hacia Provincia De Buenos Aires, C.A.B.A.",Autopista,AUTOPISTA 25 DE MAYO,0,Nan,Autopista 25 De Mayo Km. 8.3,1,Point (107547.76713701 100705.57738660),-58.38099494,-34.62288231,Moto,Cargas
2017-0017,1,2017-02-06,2017,2,6,08:00:00,8,Av. Juan B Justo Y Paraguay,Avenida,"JUSTO, JUAN B. AV.",0,Paraguay,"Justo, Juan B. Av. Y Paraguay",14,Point (103145.91571023 105359.30690018),-58.42901200,-34.58095431,Moto,Auto
2017-0018,1,2017-02-09,2017,2,9,07:00:00,7,Av. Gral. Paz Y Av. De Los Corrales,Avenida,"PAZ, GRAL. AV.",0,De Los Corrales Av.,"Paz, Gral. Av. Y De Los Corrales Av.",9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,Moto,Auto
